"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HUR","TOT","PC_LF","M","2000-09",4.2,
"IRL","HUR","TOT","PC_LF","M","2000-10",4,
"IRL","HUR","TOT","PC_LF","M","2000-11",3.9,
"IRL","HUR","TOT","PC_LF","M","2000-12",3.9,
"IRL","HUR","TOT","PC_LF","M","2001-01",4,
"IRL","HUR","TOT","PC_LF","M","2001-02",4,
"IRL","HUR","TOT","PC_LF","M","2001-03",4,
"IRL","HUR","TOT","PC_LF","M","2001-04",3.9,
"IRL","HUR","TOT","PC_LF","M","2001-05",4,
"IRL","HUR","TOT","PC_LF","M","2001-06",4.1,
"IRL","HUR","TOT","PC_LF","M","2001-07",4.3,
"IRL","HUR","TOT","PC_LF","M","2001-08",4.4,
"IRL","HUR","TOT","PC_LF","M","2001-09",4.4,
"IRL","HUR","TOT","PC_LF","M","2001-10",4.4,
"IRL","HUR","TOT","PC_LF","M","2001-11",4.4,
"IRL","HUR","TOT","PC_LF","M","2001-12",4.4,
"IRL","HUR","TOT","PC_LF","M","2002-01",4.4,
"IRL","HUR","TOT","PC_LF","M","2002-02",4.5,
"IRL","HUR","TOT","PC_LF","M","2002-03",4.7,
"IRL","HUR","TOT","PC_LF","M","2002-04",4.6,
"IRL","HUR","TOT","PC_LF","M","2002-05",4.7,
"IRL","HUR","TOT","PC_LF","M","2002-06",4.6,
"IRL","HUR","TOT","PC_LF","M","2002-07",4.4,
"IRL","HUR","TOT","PC_LF","M","2002-08",4.4,
"IRL","HUR","TOT","PC_LF","M","2002-09",4.7,
"IRL","HUR","TOT","PC_LF","M","2002-10",5.1,
"IRL","HUR","TOT","PC_LF","M","2002-11",5.3,
"IRL","HUR","TOT","PC_LF","M","2002-12",5.3,
"IRL","HUR","TOT","PC_LF","M","2003-01",5,
"IRL","HUR","TOT","PC_LF","M","2003-02",4.8,
"IRL","HUR","TOT","PC_LF","M","2003-03",4.7,
"IRL","HUR","TOT","PC_LF","M","2003-04",4.7,
"IRL","HUR","TOT","PC_LF","M","2003-05",4.7,
"IRL","HUR","TOT","PC_LF","M","2003-06",4.9,
"IRL","HUR","TOT","PC_LF","M","2003-07",5,
"IRL","HUR","TOT","PC_LF","M","2003-08",5,
"IRL","HUR","TOT","PC_LF","M","2003-09",5,
"IRL","HUR","TOT","PC_LF","M","2003-10",4.7,
"IRL","HUR","TOT","PC_LF","M","2003-11",4.7,
"IRL","HUR","TOT","PC_LF","M","2003-12",4.8,
"IRL","HUR","TOT","PC_LF","M","2004-01",5.1,
"IRL","HUR","TOT","PC_LF","M","2004-02",5.2,
"IRL","HUR","TOT","PC_LF","M","2004-03",5.1,
"IRL","HUR","TOT","PC_LF","M","2004-04",4.8,
"IRL","HUR","TOT","PC_LF","M","2004-05",4.7,
"IRL","HUR","TOT","PC_LF","M","2004-06",4.5,
"IRL","HUR","TOT","PC_LF","M","2004-07",4.5,
"IRL","HUR","TOT","PC_LF","M","2004-08",4.4,
"IRL","HUR","TOT","PC_LF","M","2004-09",4.6,
"IRL","HUR","TOT","PC_LF","M","2004-10",4.7,
"IRL","HUR","TOT","PC_LF","M","2004-11",4.7,
"IRL","HUR","TOT","PC_LF","M","2004-12",4.6,
"IRL","HUR","TOT","PC_LF","M","2005-01",4.4,
"IRL","HUR","TOT","PC_LF","M","2005-02",4.3,
"IRL","HUR","TOT","PC_LF","M","2005-03",4.5,
"IRL","HUR","TOT","PC_LF","M","2005-04",4.8,
"IRL","HUR","TOT","PC_LF","M","2005-05",4.9,
"IRL","HUR","TOT","PC_LF","M","2005-06",4.9,
"IRL","HUR","TOT","PC_LF","M","2005-07",4.8,
"IRL","HUR","TOT","PC_LF","M","2005-08",4.7,
"IRL","HUR","TOT","PC_LF","M","2005-09",4.6,
"IRL","HUR","TOT","PC_LF","M","2005-10",4.5,
"IRL","HUR","TOT","PC_LF","M","2005-11",4.5,
"IRL","HUR","TOT","PC_LF","M","2005-12",4.6,
"IRL","HUR","TOT","PC_LF","M","2006-01",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-02",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-03",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-04",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-05",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-06",4.8,
"IRL","HUR","TOT","PC_LF","M","2006-07",5,
"IRL","HUR","TOT","PC_LF","M","2006-08",5.1,
"IRL","HUR","TOT","PC_LF","M","2006-09",4.9,
"IRL","HUR","TOT","PC_LF","M","2006-10",4.7,
"IRL","HUR","TOT","PC_LF","M","2006-11",4.6,
"IRL","HUR","TOT","PC_LF","M","2006-12",4.7,
"IRL","HUR","TOT","PC_LF","M","2007-01",4.8,
"IRL","HUR","TOT","PC_LF","M","2007-02",4.9,
"IRL","HUR","TOT","PC_LF","M","2007-03",5,
"IRL","HUR","TOT","PC_LF","M","2007-04",5,
"IRL","HUR","TOT","PC_LF","M","2007-05",5,
"IRL","HUR","TOT","PC_LF","M","2007-06",5,
"IRL","HUR","TOT","PC_LF","M","2007-07",4.9,
"IRL","HUR","TOT","PC_LF","M","2007-08",4.9,
"IRL","HUR","TOT","PC_LF","M","2007-09",4.9,
"IRL","HUR","TOT","PC_LF","M","2007-10",5.1,
"IRL","HUR","TOT","PC_LF","M","2007-11",5.2,
"IRL","HUR","TOT","PC_LF","M","2007-12",5.3,
"IRL","HUR","TOT","PC_LF","M","2008-01",5.3,
"IRL","HUR","TOT","PC_LF","M","2008-02",5.3,
"IRL","HUR","TOT","PC_LF","M","2008-03",5.5,
"IRL","HUR","TOT","PC_LF","M","2008-04",5.6,
"IRL","HUR","TOT","PC_LF","M","2008-05",5.9,
"IRL","HUR","TOT","PC_LF","M","2008-06",6.3,
"IRL","HUR","TOT","PC_LF","M","2008-07",6.9,
"IRL","HUR","TOT","PC_LF","M","2008-08",7.4,
"IRL","HUR","TOT","PC_LF","M","2008-09",7.7,
"IRL","HUR","TOT","PC_LF","M","2008-10",8.1,
"IRL","HUR","TOT","PC_LF","M","2008-11",8.5,
"IRL","HUR","TOT","PC_LF","M","2008-12",9.1,
"IRL","HUR","TOT","PC_LF","M","2009-01",10.1,
"IRL","HUR","TOT","PC_LF","M","2009-02",10.9,
"IRL","HUR","TOT","PC_LF","M","2009-03",11.6,
"IRL","HUR","TOT","PC_LF","M","2009-04",12.2,
"IRL","HUR","TOT","PC_LF","M","2009-05",12.7,
"IRL","HUR","TOT","PC_LF","M","2009-06",12.9,
"IRL","HUR","TOT","PC_LF","M","2009-07",13,
"IRL","HUR","TOT","PC_LF","M","2009-08",13.2,
"IRL","HUR","TOT","PC_LF","M","2009-09",13.7,
"IRL","HUR","TOT","PC_LF","M","2009-10",13.7,
"IRL","HUR","TOT","PC_LF","M","2009-11",13.8,
"IRL","HUR","TOT","PC_LF","M","2009-12",13.9,
"IRL","HUR","TOT","PC_LF","M","2010-01",13.8,
"IRL","HUR","TOT","PC_LF","M","2010-02",13.7,
"IRL","HUR","TOT","PC_LF","M","2010-03",13.9,
"IRL","HUR","TOT","PC_LF","M","2010-04",14.2,
"IRL","HUR","TOT","PC_LF","M","2010-05",14.5,
"IRL","HUR","TOT","PC_LF","M","2010-06",14.4,
"IRL","HUR","TOT","PC_LF","M","2010-07",14.3,
"IRL","HUR","TOT","PC_LF","M","2010-08",14.5,
"IRL","HUR","TOT","PC_LF","M","2010-09",14.9,
"IRL","HUR","TOT","PC_LF","M","2010-10",15.4,
"IRL","HUR","TOT","PC_LF","M","2010-11",15.7,
"IRL","HUR","TOT","PC_LF","M","2010-12",15.7,
"IRL","HUR","TOT","PC_LF","M","2011-01",15.4,
"IRL","HUR","TOT","PC_LF","M","2011-02",15.1,
"IRL","HUR","TOT","PC_LF","M","2011-03",15,
"IRL","HUR","TOT","PC_LF","M","2011-04",15,
"IRL","HUR","TOT","PC_LF","M","2011-05",15,
"IRL","HUR","TOT","PC_LF","M","2011-06",15.2,
"IRL","HUR","TOT","PC_LF","M","2011-07",15.5,
"IRL","HUR","TOT","PC_LF","M","2011-08",15.7,
"IRL","HUR","TOT","PC_LF","M","2011-09",15.7,
"IRL","HUR","TOT","PC_LF","M","2011-10",15.8,
"IRL","HUR","TOT","PC_LF","M","2011-11",15.9,
"IRL","HUR","TOT","PC_LF","M","2011-12",15.9,
"IRL","HUR","TOT","PC_LF","M","2012-01",16,
"IRL","HUR","TOT","PC_LF","M","2012-02",16,
"IRL","HUR","TOT","PC_LF","M","2012-03",15.9,
"IRL","HUR","TOT","PC_LF","M","2012-04",15.6,
"IRL","HUR","TOT","PC_LF","M","2012-05",15.5,
"IRL","HUR","TOT","PC_LF","M","2012-06",15.5,
"IRL","HUR","TOT","PC_LF","M","2012-07",15.6,
"IRL","HUR","TOT","PC_LF","M","2012-08",15.5,
"IRL","HUR","TOT","PC_LF","M","2012-09",15.4,
"IRL","HUR","TOT","PC_LF","M","2012-10",15.2,
"IRL","HUR","TOT","PC_LF","M","2012-11",15,
"IRL","HUR","TOT","PC_LF","M","2012-12",14.8,
"IRL","HUR","TOT","PC_LF","M","2013-01",14.6,
"IRL","HUR","TOT","PC_LF","M","2013-02",14.5,
"IRL","HUR","TOT","PC_LF","M","2013-03",14.5,
"IRL","HUR","TOT","PC_LF","M","2013-04",14.5,
"IRL","HUR","TOT","PC_LF","M","2013-05",14.4,
"IRL","HUR","TOT","PC_LF","M","2013-06",14.1,
"IRL","HUR","TOT","PC_LF","M","2013-07",13.7,
"IRL","HUR","TOT","PC_LF","M","2013-08",13.3,
"IRL","HUR","TOT","PC_LF","M","2013-09",13.1,
"IRL","HUR","TOT","PC_LF","M","2013-10",12.9,
"IRL","HUR","TOT","PC_LF","M","2013-11",12.8,
"IRL","HUR","TOT","PC_LF","M","2013-12",12.8,
"IRL","HUR","TOT","PC_LF","M","2014-01",12.9,
"IRL","HUR","TOT","PC_LF","M","2014-02",12.9,
"IRL","HUR","TOT","PC_LF","M","2014-03",12.7,
"IRL","HUR","TOT","PC_LF","M","2014-04",12.4,
"IRL","HUR","TOT","PC_LF","M","2014-05",12.2,
"IRL","HUR","TOT","PC_LF","M","2014-06",12,
"IRL","HUR","TOT","PC_LF","M","2014-07",11.8,
"IRL","HUR","TOT","PC_LF","M","2014-08",11.7,
"IRL","HUR","TOT","PC_LF","M","2014-09",11.5,
"IRL","HUR","TOT","PC_LF","M","2014-10",11.1,
"IRL","HUR","TOT","PC_LF","M","2014-11",10.8,
"IRL","HUR","TOT","PC_LF","M","2014-12",10.7,
"IRL","HUR","TOT","PC_LF","M","2015-01",10.8,
"IRL","HUR","TOT","PC_LF","M","2015-02",10.7,
"IRL","HUR","TOT","PC_LF","M","2015-03",10.5,
"IRL","HUR","TOT","PC_LF","M","2015-04",10.4,
"IRL","HUR","TOT","PC_LF","M","2015-05",10.1,
"IRL","HUR","TOT","PC_LF","M","2015-06",9.9,
"IRL","HUR","TOT","PC_LF","M","2015-07",9.6,
"IRL","HUR","TOT","PC_LF","M","2015-08",9.6,
"IRL","HUR","TOT","PC_LF","M","2015-09",9.5,
"IRL","HUR","TOT","PC_LF","M","2015-10",9.5,
"IRL","HUR","TOT","PC_LF","M","2015-11",9.4,
"IRL","HUR","TOT","PC_LF","M","2015-12",9.3,
"IRL","HUR","TOT","PC_LF","M","2016-01",9,
"IRL","HUR","TOT","PC_LF","M","2016-02",8.9,
"IRL","HUR","TOT","PC_LF","M","2016-03",8.9,
"IRL","HUR","TOT","PC_LF","M","2016-04",8.9,
"IRL","HUR","TOT","PC_LF","M","2016-05",8.9,
"IRL","HUR","TOT","PC_LF","M","2016-06",8.8,
"IRL","HUR","TOT","PC_LF","M","2016-07",8.5,
"IRL","HUR","TOT","PC_LF","M","2016-08",8.3,
"IRL","HUR","TOT","PC_LF","M","2016-09",7.9,
"IRL","HUR","TOT","PC_LF","M","2016-10",7.6,
"IRL","HUR","TOT","PC_LF","M","2016-11",7.5,
"IRL","HUR","TOT","PC_LF","M","2016-12",7.4,
"IRL","HUR","TOT","PC_LF","M","2017-01",7.4,
"IRL","HUR","TOT","PC_LF","M","2017-02",7.4,
"IRL","HUR","TOT","PC_LF","M","2017-03",7.1,
"IRL","HUR","TOT","PC_LF","M","2017-04",6.8,
"IRL","HUR","TOT","PC_LF","M","2017-05",6.6,
"IRL","HUR","TOT","PC_LF","M","2017-06",6.6,
"IRL","HUR","TOT","PC_LF","M","2017-07",6.7,
"IRL","HUR","TOT","PC_LF","M","2017-08",6.6,
"IRL","HUR","TOT","PC_LF","M","2017-09",6.6,
"IRL","HUR","TOT","PC_LF","M","2017-10",6.5,
"IRL","HUR","TOT","PC_LF","M","2017-11",6.3,
"IRL","HUR","TOT","PC_LF","M","2017-12",6.2,
"IRL","HUR","TOT","PC_LF","M","2018-01",6,
"IRL","HUR","TOT","PC_LF","M","2018-02",5.9,
"IRL","HUR","TOT","PC_LF","M","2018-03",5.9,
"IRL","HUR","TOT","PC_LF","M","2018-04",5.9,
"IRL","HUR","TOT","PC_LF","M","2018-05",5.9,
"IRL","HUR","TOT","PC_LF","M","2018-06",5.8,
"IRL","HUR","TOT","PC_LF","M","2018-07",5.7,
"IRL","HUR","TOT","PC_LF","M","2018-08",5.7,
"IRL","HUR","TOT","PC_LF","M","2018-09",5.6,
"IRL","HUR","TOT","PC_LF","M","2018-10",5.7,
"IRL","HUR","TOT","PC_LF","M","2018-11",5.6,
"IRL","HUR","TOT","PC_LF","M","2018-12",5.5,
"IRL","HUR","TOT","PC_LF","M","2019-01",5.1,
"IRL","HUR","TOT","PC_LF","M","2019-02",5,
"IRL","HUR","TOT","PC_LF","M","2019-03",5,
"IRL","HUR","TOT","PC_LF","M","2019-04",5.2,
"IRL","HUR","TOT","PC_LF","M","2019-05",5.2,
"IRL","HUR","TOT","PC_LF","M","2019-06",5.2,
"IRL","HUR","TOT","PC_LF","M","2019-07",5.1,
"IRL","HUR","TOT","PC_LF","M","2019-08",4.9,
"IRL","HUR","TOT","PC_LF","M","2019-09",4.8,
"IRL","HUR","TOT","PC_LF","M","2019-10",4.7,
"IRL","HUR","TOT","PC_LF","M","2019-11",4.7,
"IRL","HUR","TOT","PC_LF","M","2019-12",4.7,
"IRL","HUR","TOT","PC_LF","M","2020-01",4.9,
"IRL","HUR","TOT","PC_LF","M","2020-02",4.8,
"IRL","HUR","TOT","PC_LF","M","2020-03",5.2,
"IRL","HUR","TOT","PC_LF","M","2020-04",5,
"IRL","HUR","TOT","PC_LF","M","2020-05",5,
"IRL","HUR","TOT","PC_LF","M","2020-06",4.6,
"IRL","HUR","TOT","PC_LF","M","2020-07",5,
"ITA","HUR","TOT","PC_LF","M","1983-01",6.9,
"ITA","HUR","TOT","PC_LF","M","1983-02",7.1,
"ITA","HUR","TOT","PC_LF","M","1983-03",7.2,
"ITA","HUR","TOT","PC_LF","M","1983-04",7.2,
"ITA","HUR","TOT","PC_LF","M","1983-05",7.3,
"ITA","HUR","TOT","PC_LF","M","1983-06",7.3,
"ITA","HUR","TOT","PC_LF","M","1983-07",7.4,
"ITA","HUR","TOT","PC_LF","M","1983-08",7.4,
"ITA","HUR","TOT","PC_LF","M","1983-09",7.5,
"ITA","HUR","TOT","PC_LF","M","1983-10",7.6,
"ITA","HUR","TOT","PC_LF","M","1983-11",7.7,
"ITA","HUR","TOT","PC_LF","M","1983-12",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-01",7.9,
"ITA","HUR","TOT","PC_LF","M","1984-02",7.9,
"ITA","HUR","TOT","PC_LF","M","1984-03",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-04",7.9,
"ITA","HUR","TOT","PC_LF","M","1984-05",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-06",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-07",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-08",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-09",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-10",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-11",7.8,
"ITA","HUR","TOT","PC_LF","M","1984-12",7.9,
"ITA","HUR","TOT","PC_LF","M","1985-01",8,
"ITA","HUR","TOT","PC_LF","M","1985-02",8,
"ITA","HUR","TOT","PC_LF","M","1985-03",8,
"ITA","HUR","TOT","PC_LF","M","1985-04",8,
"ITA","HUR","TOT","PC_LF","M","1985-05",8,
"ITA","HUR","TOT","PC_LF","M","1985-06",8.1,
"ITA","HUR","TOT","PC_LF","M","1985-07",8.2,
"ITA","HUR","TOT","PC_LF","M","1985-08",8.2,
"ITA","HUR","TOT","PC_LF","M","1985-09",8.3,
"ITA","HUR","TOT","PC_LF","M","1985-10",8.3,
"ITA","HUR","TOT","PC_LF","M","1985-11",8.4,
"ITA","HUR","TOT","PC_LF","M","1985-12",8.5,
"ITA","HUR","TOT","PC_LF","M","1986-01",8.5,
"ITA","HUR","TOT","PC_LF","M","1986-02",8.6,
"ITA","HUR","TOT","PC_LF","M","1986-03",8.6,
"ITA","HUR","TOT","PC_LF","M","1986-04",8.7,
"ITA","HUR","TOT","PC_LF","M","1986-05",8.8,
"ITA","HUR","TOT","PC_LF","M","1986-06",8.8,
"ITA","HUR","TOT","PC_LF","M","1986-07",8.9,
"ITA","HUR","TOT","PC_LF","M","1986-08",9,
"ITA","HUR","TOT","PC_LF","M","1986-09",9.1,
"ITA","HUR","TOT","PC_LF","M","1986-10",9.1,
"ITA","HUR","TOT","PC_LF","M","1986-11",9.1,
"ITA","HUR","TOT","PC_LF","M","1986-12",9.2,
"ITA","HUR","TOT","PC_LF","M","1987-01",9.2,
"ITA","HUR","TOT","PC_LF","M","1987-02",9.3,
"ITA","HUR","TOT","PC_LF","M","1987-03",9.3,
"ITA","HUR","TOT","PC_LF","M","1987-04",9.4,
"ITA","HUR","TOT","PC_LF","M","1987-05",9.7,
"ITA","HUR","TOT","PC_LF","M","1987-06",9.9,
"ITA","HUR","TOT","PC_LF","M","1987-07",9.8,
"ITA","HUR","TOT","PC_LF","M","1987-08",9.8,
"ITA","HUR","TOT","PC_LF","M","1987-09",9.8,
"ITA","HUR","TOT","PC_LF","M","1987-10",9.8,
"ITA","HUR","TOT","PC_LF","M","1987-11",9.7,
"ITA","HUR","TOT","PC_LF","M","1987-12",9.7,
"ITA","HUR","TOT","PC_LF","M","1988-01",9.7,
"ITA","HUR","TOT","PC_LF","M","1988-02",9.7,
"ITA","HUR","TOT","PC_LF","M","1988-03",9.7,
"ITA","HUR","TOT","PC_LF","M","1988-04",9.7,
"ITA","HUR","TOT","PC_LF","M","1988-05",9.6,
"ITA","HUR","TOT","PC_LF","M","1988-06",9.6,
"ITA","HUR","TOT","PC_LF","M","1988-07",9.6,
"ITA","HUR","TOT","PC_LF","M","1988-08",9.6,
"ITA","HUR","TOT","PC_LF","M","1988-09",9.6,
"ITA","HUR","TOT","PC_LF","M","1988-10",9.8,
"ITA","HUR","TOT","PC_LF","M","1988-11",9.8,
"ITA","HUR","TOT","PC_LF","M","1988-12",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-01",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-02",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-03",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-04",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-05",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-06",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-07",9.8,
"ITA","HUR","TOT","PC_LF","M","1989-08",9.7,
"ITA","HUR","TOT","PC_LF","M","1989-09",9.6,
"ITA","HUR","TOT","PC_LF","M","1989-10",9.4,
"ITA","HUR","TOT","PC_LF","M","1989-11",9.4,
"ITA","HUR","TOT","PC_LF","M","1989-12",9.3,
"ITA","HUR","TOT","PC_LF","M","1990-01",9.1,
"ITA","HUR","TOT","PC_LF","M","1990-02",9,
"ITA","HUR","TOT","PC_LF","M","1990-03",8.9,
"ITA","HUR","TOT","PC_LF","M","1990-04",8.9,
"ITA","HUR","TOT","PC_LF","M","1990-05",8.9,
"ITA","HUR","TOT","PC_LF","M","1990-06",8.9,
"ITA","HUR","TOT","PC_LF","M","1990-07",8.8,
"ITA","HUR","TOT","PC_LF","M","1990-08",8.8,
"ITA","HUR","TOT","PC_LF","M","1990-09",8.8,
"ITA","HUR","TOT","PC_LF","M","1990-10",8.8,
"ITA","HUR","TOT","PC_LF","M","1990-11",8.7,
"ITA","HUR","TOT","PC_LF","M","1990-12",8.7,
"ITA","HUR","TOT","PC_LF","M","1991-01",8.7,
"ITA","HUR","TOT","PC_LF","M","1991-02",8.6,
"ITA","HUR","TOT","PC_LF","M","1991-03",8.6,
"ITA","HUR","TOT","PC_LF","M","1991-04",8.5,
"ITA","HUR","TOT","PC_LF","M","1991-05",8.5,
"ITA","HUR","TOT","PC_LF","M","1991-06",8.4,
"ITA","HUR","TOT","PC_LF","M","1991-07",8.4,
"ITA","HUR","TOT","PC_LF","M","1991-08",8.4,
"ITA","HUR","TOT","PC_LF","M","1991-09",8.5,
"ITA","HUR","TOT","PC_LF","M","1991-10",8.5,
"ITA","HUR","TOT","PC_LF","M","1991-11",8.7,
"ITA","HUR","TOT","PC_LF","M","1991-12",8.6,
"ITA","HUR","TOT","PC_LF","M","1992-01",8.6,
"ITA","HUR","TOT","PC_LF","M","1992-02",8.7,
"ITA","HUR","TOT","PC_LF","M","1992-03",8.7,
"ITA","HUR","TOT","PC_LF","M","1992-04",8.7,
"ITA","HUR","TOT","PC_LF","M","1992-05",8.6,
"ITA","HUR","TOT","PC_LF","M","1992-06",8.7,
"ITA","HUR","TOT","PC_LF","M","1992-07",8.9,
"ITA","HUR","TOT","PC_LF","M","1992-08",9,
"ITA","HUR","TOT","PC_LF","M","1992-09",9.1,
"ITA","HUR","TOT","PC_LF","M","1992-10",8.9,
"ITA","HUR","TOT","PC_LF","M","1992-11",8.9,
"ITA","HUR","TOT","PC_LF","M","1992-12",8.9,
"ITA","HUR","TOT","PC_LF","M","1993-01",9,
"ITA","HUR","TOT","PC_LF","M","1993-02",9.1,
"ITA","HUR","TOT","PC_LF","M","1993-03",9.3,
"ITA","HUR","TOT","PC_LF","M","1993-04",9.7,
"ITA","HUR","TOT","PC_LF","M","1993-05",9.8,
"ITA","HUR","TOT","PC_LF","M","1993-06",9.9,
"ITA","HUR","TOT","PC_LF","M","1993-07",9.9,
"ITA","HUR","TOT","PC_LF","M","1993-08",10,
"ITA","HUR","TOT","PC_LF","M","1993-09",10,
"ITA","HUR","TOT","PC_LF","M","1993-10",10.4,
"ITA","HUR","TOT","PC_LF","M","1993-11",10.4,
"ITA","HUR","TOT","PC_LF","M","1993-12",10.5,
"ITA","HUR","TOT","PC_LF","M","1994-01",10.4,
"ITA","HUR","TOT","PC_LF","M","1994-02",10.4,
"ITA","HUR","TOT","PC_LF","M","1994-03",10.5,
"ITA","HUR","TOT","PC_LF","M","1994-04",10.5,
"ITA","HUR","TOT","PC_LF","M","1994-05",10.6,
"ITA","HUR","TOT","PC_LF","M","1994-06",10.6,
"ITA","HUR","TOT","PC_LF","M","1994-07",10.4,
"ITA","HUR","TOT","PC_LF","M","1994-08",10.4,
"ITA","HUR","TOT","PC_LF","M","1994-09",10.4,
"ITA","HUR","TOT","PC_LF","M","1994-10",11.1,
"ITA","HUR","TOT","PC_LF","M","1994-11",11.1,
"ITA","HUR","TOT","PC_LF","M","1994-12",11.2,
"ITA","HUR","TOT","PC_LF","M","1995-01",11.2,
"ITA","HUR","TOT","PC_LF","M","1995-02",11.2,
"ITA","HUR","TOT","PC_LF","M","1995-03",11.3,
"ITA","HUR","TOT","PC_LF","M","1995-04",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-05",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-06",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-07",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-08",11.2,
"ITA","HUR","TOT","PC_LF","M","1995-09",11.2,
"ITA","HUR","TOT","PC_LF","M","1995-10",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-11",11.1,
"ITA","HUR","TOT","PC_LF","M","1995-12",11.1,
"ITA","HUR","TOT","PC_LF","M","1996-01",11,
"ITA","HUR","TOT","PC_LF","M","1996-02",11,
"ITA","HUR","TOT","PC_LF","M","1996-03",11,
"ITA","HUR","TOT","PC_LF","M","1996-04",11.3,
"ITA","HUR","TOT","PC_LF","M","1996-05",11.3,
"ITA","HUR","TOT","PC_LF","M","1996-06",11.3,
"ITA","HUR","TOT","PC_LF","M","1996-07",11.1,
"ITA","HUR","TOT","PC_LF","M","1996-08",11.1,
"ITA","HUR","TOT","PC_LF","M","1996-09",11.1,
"ITA","HUR","TOT","PC_LF","M","1996-10",11.2,
"ITA","HUR","TOT","PC_LF","M","1996-11",11.2,
"ITA","HUR","TOT","PC_LF","M","1996-12",11.2,
"ITA","HUR","TOT","PC_LF","M","1997-01",11.2,
"ITA","HUR","TOT","PC_LF","M","1997-02",11.3,
"ITA","HUR","TOT","PC_LF","M","1997-03",11.3,
"ITA","HUR","TOT","PC_LF","M","1997-04",11.4,
"ITA","HUR","TOT","PC_LF","M","1997-05",11.4,
"ITA","HUR","TOT","PC_LF","M","1997-06",11.4,
"ITA","HUR","TOT","PC_LF","M","1997-07",11,
"ITA","HUR","TOT","PC_LF","M","1997-08",11,
"ITA","HUR","TOT","PC_LF","M","1997-09",11,
"ITA","HUR","TOT","PC_LF","M","1997-10",11.3,
"ITA","HUR","TOT","PC_LF","M","1997-11",11.3,
"ITA","HUR","TOT","PC_LF","M","1997-12",11.3,
"ITA","HUR","TOT","PC_LF","M","1998-01",11.1,
"ITA","HUR","TOT","PC_LF","M","1998-02",11.1,
"ITA","HUR","TOT","PC_LF","M","1998-03",11.1,
"ITA","HUR","TOT","PC_LF","M","1998-04",11.5,
"ITA","HUR","TOT","PC_LF","M","1998-05",11.5,
"ITA","HUR","TOT","PC_LF","M","1998-06",11.5,
"ITA","HUR","TOT","PC_LF","M","1998-07",11.3,
"ITA","HUR","TOT","PC_LF","M","1998-08",11.3,
"ITA","HUR","TOT","PC_LF","M","1998-09",11.3,
"ITA","HUR","TOT","PC_LF","M","1998-10",11.5,
"ITA","HUR","TOT","PC_LF","M","1998-11",11.4,
"ITA","HUR","TOT","PC_LF","M","1998-12",11.4,
"ITA","HUR","TOT","PC_LF","M","1999-01",11.1,
"ITA","HUR","TOT","PC_LF","M","1999-02",11.1,
"ITA","HUR","TOT","PC_LF","M","1999-03",11.1,
"ITA","HUR","TOT","PC_LF","M","1999-04",11.1,
"ITA","HUR","TOT","PC_LF","M","1999-05",11.1,
"ITA","HUR","TOT","PC_LF","M","1999-06",11,
"ITA","HUR","TOT","PC_LF","M","1999-07",11,
"ITA","HUR","TOT","PC_LF","M","1999-08",10.9,
"ITA","HUR","TOT","PC_LF","M","1999-09",10.9,
"ITA","HUR","TOT","PC_LF","M","1999-10",10.7,
"ITA","HUR","TOT","PC_LF","M","1999-11",10.7,
"ITA","HUR","TOT","PC_LF","M","1999-12",10.6,
"ITA","HUR","TOT","PC_LF","M","2000-01",10.6,
"ITA","HUR","TOT","PC_LF","M","2000-02",10.6,
"ITA","HUR","TOT","PC_LF","M","2000-03",10.5,
"ITA","HUR","TOT","PC_LF","M","2000-04",10.3,
"ITA","HUR","TOT","PC_LF","M","2000-05",10.3,
"ITA","HUR","TOT","PC_LF","M","2000-06",10.2,
"ITA","HUR","TOT","PC_LF","M","2000-07",10,
"ITA","HUR","TOT","PC_LF","M","2000-08",10,
"ITA","HUR","TOT","PC_LF","M","2000-09",9.9,
"ITA","HUR","TOT","PC_LF","M","2000-10",9.6,
